weather,weather1,temperature,humidity
2,rainy,22,48
3,cloudy,22,48
3,cloudy,22,49
3,cloudy,22,49
1,sunny,22,49
2,rainy,22,50
1,sunny,21,50
3,cloudy,21,50
2,rainy,21,50
2,rainy,21,51
2,rainy,21,51
1,sunny,21,51
1,sunny,21,51
3,cloudy,21,52
1,sunny,21,52
3,cloudy,20,52
2,rainy,20,52
1,sunny,20,52
1,sunny,20,52
3,cloudy,20,52
1,sunny,20,52
3,cloudy,20,53
3,cloudy,20,53
3,cloudy,20,53
3,cloudy,20,53
3,cloudy,20,53
3,cloudy,20,53
1,sunny,20,53
3,cloudy,21,53
2,rainy,21,53
3,cloudy,21,53
3,cloudy,21,53
1,sunny,21,53
2,rainy,21,53
3,cloudy,21,53
3,cloudy,21,53
2,rainy,22,53
1,sunny,22,54
1,sunny,22,54
2,rainy,22,55
2,rainy,22,55
1,sunny,23,55
2,rainy,23,56
3,cloudy,23,56
1,sunny,23,57
3,cloudy,24,57
1,sunny,24,57
1,sunny,24,57
1,sunny,24,57
2,rainy,24,57
1,sunny,25,57
2,rainy,25,57
1,sunny,25,57
2,rainy,25,56
3,cloudy,25,56
1,sunny,25,55
3,cloudy,25,55
1,sunny,25,54
2,rainy,25,54
2,rainy,25,53
1,sunny,25,53
3,cloudy,25,53
3,cloudy,25,52
2,rainy,25,52
2,rainy,25,52
2,rainy,25,53
3,cloudy,25,53
3,cloudy,25,53
2,rainy,25,53
1,sunny,25,53
1,sunny,25,53
2,rainy,25,53
3,cloudy,25,54
2,rainy,25,54
2,rainy,25,54
1,sunny,25,54
3,cloudy,24,55
2,rainy,24,55
3,cloudy,24,56
1,sunny,24,56
3,cloudy,24,56
3,cloudy,24,57
1,sunny,24,57
1,sunny,24,58
3,cloudy,24,58
1,sunny,23,59
1,sunny,23,60
2,rainy,23,60
3,cloudy,23,60
3,cloudy,23,61
2,rainy,23,61
3,cloudy,23,62
2,rainy,23,62
3,cloudy,23,62
3,cloudy,22,63
1,sunny,22,63
2,rainy,22,63
1,sunny,22,64
1,sunny,22,64
3,cloudy,22,64
2,rainy,22,65
2,rainy,22,65
3,cloudy,22,65
3,cloudy,22,65
1,sunny,22,66
1,sunny,22,66
3,cloudy,22,66
3,cloudy,22,66
1,sunny,22,66
3,cloudy,22,66
2,rainy,22,67
1,sunny,21,67
2,rainy,21,67
3,cloudy,21,67
3,cloudy,21,67
3,cloudy,21,67
2,rainy,21,67
3,cloudy,21,66
3,cloudy,21,66
3,cloudy,21,66
3,cloudy,21,65
3,cloudy,22,65
3,cloudy,22,65
1,sunny,22,64
3,cloudy,22,64
2,rainy,22,64
3,cloudy,22,63
1,sunny,22,63
3,cloudy,23,63
3,cloudy,23,62
2,rainy,23,62
3,cloudy,23,61
3,cloudy,23,61
3,cloudy,24,61
2,rainy,24,61
1,sunny,24,61
2,rainy,24,61
3,cloudy,24,61
3,cloudy,24,61
3,cloudy,24,60
3,cloudy,25,60
1,sunny,25,60
2,rainy,25,60
2,rainy,25,60
1,sunny,25,59
1,sunny,25,59
1,sunny,25,59
2,rainy,25,59
1,sunny,25,59
2,rainy,25,59
3,cloudy,25,58
3,cloudy,25,58
2,rainy,25,58
1,sunny,25,58
1,sunny,25,58
1,sunny,25,58
3,cloudy,25,58
2,rainy,25,58
2,rainy,25,58
1,sunny,25,58
1,sunny,25,58
1,sunny,25,58
3,cloudy,25,58
3,cloudy,25,58
2,rainy,25,59
1,sunny,25,59
2,rainy,25,59
1,sunny,25,59
2,rainy,25,60
2,rainy,25,60
2,rainy,25,60
3,cloudy,25,60
1,sunny,25,61
3,cloudy,25,61
2,rainy,25,62
2,rainy,25,62
3,cloudy,25,62
1,sunny,25,63
3,cloudy,25,63
2,rainy,25,63
2,rainy,25,64
3,cloudy,25,64
2,rainy,25,64
1,sunny,25,64
2,rainy,25,64
1,sunny,25,65
2,rainy,25,65
3,cloudy,24,65
3,cloudy,24,65
2,rainy,24,65
3,cloudy,24,65
3,cloudy,24,65
3,cloudy,24,65
1,sunny,24,65
1,sunny,24,65
1,sunny,24,65
2,rainy,24,65
3,cloudy,24,65
2,rainy,24,65
3,cloudy,24,65
1,sunny,24,65
1,sunny,24,65
2,rainy,24,65
1,sunny,23,65
2,rainy,23,65
1,sunny,23,65
1,sunny,23,65
1,sunny,23,65
1,sunny,23,64
1,sunny,23,64
1,sunny,23,64
2,rainy,23,64
2,rainy,23,64
3,cloudy,23,64
3,cloudy,23,64
3,cloudy,23,64
3,cloudy,23,64
2,rainy,23,64
3,cloudy,23,63
2,rainy,23,63
2,rainy,23,63
3,cloudy,23,63
3,cloudy,23,63
2,rainy,24,63
2,rainy,24,62
3,cloudy,24,62
3,cloudy,24,62
1,sunny,24,62
1,sunny,24,61
1,sunny,24,61
3,cloudy,24,61
2,rainy,24,60
3,cloudy,24,60
1,sunny,24,60
2,rainy,24,59
3,cloudy,24,59
1,sunny,25,59
3,cloudy,25,58
2,rainy,25,58
3,cloudy,25,57
2,rainy,25,57
1,sunny,25,57
3,cloudy,25,56
3,cloudy,25,56
3,cloudy,25,55
3,cloudy,25,55
3,cloudy,25,55
1,sunny,25,54
2,rainy,25,54
2,rainy,25,54
2,rainy,25,53
1,sunny,25,53
3,cloudy,25,53
2,rainy,25,53
1,sunny,25,53
3,cloudy,25,53
1,sunny,25,54
1,sunny,25,54
1,sunny,25,54
1,sunny,25,54
3,cloudy,26,55
3,cloudy,26,55
1,sunny,26,55
1,sunny,26,55
2,rainy,26,56
1,sunny,26,56
2,rainy,26,57
3,cloudy,26,57
3,cloudy,26,57
2,rainy,26,57
3,cloudy,26,58
2,rainy,26,58
1,sunny,26,58
2,rainy,26,58
1,sunny,26,58
2,rainy,26,58
3,cloudy,26,58
1,sunny,26,58
3,cloudy,26,58
2,rainy,26,58
1,sunny,26,58
2,rainy,26,58
3,cloudy,26,58
2,rainy,26,58
1,sunny,26,58
1,sunny,26,58
2,rainy,26,57
1,sunny,26,57
2,rainy,26,57
2,rainy,26,57
1,sunny,26,57
1,sunny,26,57
3,cloudy,26,57
3,cloudy,26,57
1,sunny,26,57
2,rainy,26,57
3,cloudy,26,57
3,cloudy,26,57
1,sunny,26,57
1,sunny,26,58
3,cloudy,26,58
1,sunny,26,58
2,rainy,26,58
3,cloudy,26,58
3,cloudy,26,59
1,sunny,26,59
2,rainy,26,59
2,rainy,26,59
2,rainy,25,59
2,rainy,25,59
2,rainy,25,59
3,cloudy,25,59
2,rainy,25,59
2,rainy,25,59
1,sunny,25,59
1,sunny,25,59
2,rainy,25,59
1,sunny,25,59
3,cloudy,25,59
2,rainy,25,59
1,sunny,25,59
3,cloudy,25,59
1,sunny,25,59
3,cloudy,25,59
1,sunny,25,59
2,rainy,25,59
2,rainy,25,59
3,cloudy,25,59
2,rainy,25,59
3,cloudy,25,59
3,cloudy,25,58
1,sunny,25,58
2,rainy,25,58
1,sunny,25,58
3,cloudy,25,57
3,cloudy,25,57
1,sunny,25,57
3,cloudy,25,56
2,rainy,25,56
2,rainy,25,56
3,cloudy,25,55
1,sunny,25,55
2,rainy,25,55
2,rainy,25,55
3,cloudy,25,55
2,rainy,25,55
1,sunny,25,55
1,sunny,25,55
3,cloudy,25,54
2,rainy,25,54
1,sunny,25,55
3,cloudy,25,55
3,cloudy,25,55
3,cloudy,25,56
3,cloudy,25,56
3,cloudy,25,57
3,cloudy,25,57
3,cloudy,25,57
2,rainy,25,57
1,sunny,25,57
3,cloudy,25,58
3,cloudy,25,58
2,rainy,25,58
2,rainy,25,58
2,rainy,24,59
2,rainy,24,59
1,sunny,24,59
1,sunny,24,59
2,rainy,24,59
2,rainy,24,59
1,sunny,24,59
3,cloudy,24,59
1,sunny,24,60
1,sunny,24,60
3,cloudy,24,60
1,sunny,24,60
1,sunny,24,60
2,rainy,24,60
1,sunny,24,60
1,sunny,24,61
3,cloudy,24,61
3,cloudy,24,61
1,sunny,24,61
1,sunny,24,61
3,cloudy,24,61
1,sunny,24,61
2,rainy,24,61
2,rainy,24,61
1,sunny,24,61
2,rainy,24,61
2,rainy,24,61
3,cloudy,24,61
1,sunny,24,61
1,sunny,24,61
1,sunny,23,61
3,cloudy,23,61
2,rainy,23,61
1,sunny,23,61
2,rainy,23,61
1,sunny,23,61
1,sunny,23,61
3,cloudy,23,61
2,rainy,24,61
2,rainy,24,61
1,sunny,24,61
1,sunny,24,61
2,rainy,24,61
2,rainy,24,61
1,sunny,24,61
3,cloudy,24,61
3,cloudy,24,60
2,rainy,24,60
1,sunny,24,59
3,cloudy,24,59
2,rainy,24,58
1,sunny,24,57
1,sunny,24,57
3,cloudy,24,56
3,cloudy,24,55
1,sunny,24,54
2,rainy,24,53
2,rainy,24,52
3,cloudy,24,51
3,cloudy,24,50
2,rainy,24,50
3,cloudy,24,49
1,sunny,24,48
1,sunny,24,47
1,sunny,24,47
1,sunny,24,47
1,sunny,24,46
1,sunny,24,46
2,rainy,24,46
3,cloudy,24,46
1,sunny,24,45
2,rainy,24,45
2,rainy,24,45
1,sunny,24,45
1,sunny,24,45
3,cloudy,24,45
3,cloudy,24,45
3,cloudy,24,45
1,sunny,24,45
1,sunny,24,45
2,rainy,24,45
1,sunny,24,45
1,sunny,24,45
1,sunny,24,44
1,sunny,24,45
2,rainy,24,45
1,sunny,24,45
1,sunny,24,45
2,rainy,24,45
2,rainy,24,45
1,sunny,24,45
3,cloudy,24,45
1,sunny,24,45
1,sunny,24,46
3,cloudy,24,46
2,rainy,24,46
1,sunny,24,46
3,cloudy,24,47
1,sunny,24,47
2,rainy,24,47
2,rainy,24,47
3,cloudy,24,47
2,rainy,24,48
1,sunny,24,48
2,rainy,24,48
3,cloudy,24,48
2,rainy,24,49
3,cloudy,24,49
1,sunny,24,49
2,rainy,24,49
2,rainy,24,49
1,sunny,24,50
1,sunny,24,50
2,rainy,24,50
1,sunny,24,50
2,rainy,24,50
3,cloudy,24,51
1,sunny,24,51
2,rainy,24,51
1,sunny,24,51
1,sunny,23,52
1,sunny,23,52
2,rainy,23,52
1,sunny,23,52
3,cloudy,23,52
3,cloudy,23,53
3,cloudy,23,53
2,rainy,23,53
2,rainy,23,53
3,cloudy,23,53
1,sunny,23,53
3,cloudy,23,53
2,rainy,23,53
2,rainy,23,54
3,cloudy,23,54
3,cloudy,23,53
1,sunny,23,53
2,rainy,23,53
3,cloudy,23,53
3,cloudy,23,53
1,sunny,23,53
1,sunny,23,53
3,cloudy,23,53
1,sunny,23,53
1,sunny,23,53
2,rainy,23,53
1,sunny,23,53
2,rainy,23,53
2,rainy,23,53
3,cloudy,23,53
3,cloudy,23,53
2,rainy,23,53
2,rainy,23,54
1,sunny,23,54
2,rainy,24,54
3,cloudy,24,54
1,sunny,24,53
1,sunny,24,53
1,sunny,24,53
2,rainy,24,53
2,rainy,24,53
2,rainy,24,52
1,sunny,25,52
2,rainy,25,52
3,cloudy,25,52
2,rainy,25,51
3,cloudy,25,51
2,rainy,25,50
3,cloudy,25,49
3,cloudy,25,49
1,sunny,25,49
1,sunny,25,48
2,rainy,25,48
1,sunny,25,48
1,sunny,25,48
1,sunny,25,47
1,sunny,25,47
3,cloudy,25,47
1,sunny,25,47
1,sunny,25,47
1,sunny,25,47
1,sunny,25,47
1,sunny,25,47
3,cloudy,25,47
1,sunny,25,47
3,cloudy,25,47
1,sunny,25,47
3,cloudy,25,47
3,cloudy,25,47
2,rainy,25,47
2,rainy,25,48
2,rainy,25,48
2,rainy,25,48
3,cloudy,25,49
1,sunny,25,49
2,rainy,25,49
3,cloudy,25,49
3,cloudy,25,50
1,sunny,25,50
3,cloudy,25,50
1,sunny,25,50
3,cloudy,25,50
3,cloudy,25,50
2,rainy,25,51
2,rainy,25,51
3,cloudy,25,51
1,sunny,25,51
2,rainy,25,51
3,cloudy,25,51
2,rainy,25,51
3,cloudy,25,51
1,sunny,25,51
1,sunny,25,51
3,cloudy,25,51
2,rainy,25,51
2,rainy,25,51
3,cloudy,25,51
3,cloudy,25,51
1,sunny,25,51
3,cloudy,25,51
1,sunny,25,51
2,rainy,25,51
2,rainy,25,51
1,sunny,25,51
1,sunny,25,51
2,rainy,25,51
2,rainy,25,51
2,rainy,25,51
2,rainy,25,52
2,rainy,25,52
2,rainy,25,52
3,cloudy,24,52
2,rainy,24,52
1,sunny,24,52
2,rainy,24,52
3,cloudy,24,52
3,cloudy,24,52
1,sunny,24,52
3,cloudy,24,52
2,rainy,24,53
3,cloudy,24,53
2,rainy,24,53
2,rainy,24,53
1,sunny,24,53
1,sunny,24,53
1,sunny,24,53
2,rainy,24,53
2,rainy,24,53
1,sunny,24,54
2,rainy,24,54
3,cloudy,24,54
3,cloudy,24,54
1,sunny,24,54
3,cloudy,25,54
3,cloudy,25,54
3,cloudy,25,54
1,sunny,25,54
1,sunny,25,54
1,sunny,25,54
3,cloudy,25,54
2,rainy,25,54
2,rainy,25,54
3,cloudy,25,54
1,sunny,25,54
3,cloudy,25,54
1,sunny,25,53
3,cloudy,25,53
3,cloudy,25,53
3,cloudy,25,53
3,cloudy,25,52
3,cloudy,25,52
1,sunny,25,52
3,cloudy,25,52
1,sunny,25,52
2,rainy,25,53
3,cloudy,25,53
3,cloudy,25,54
2,rainy,25,54
3,cloudy,25,55
3,cloudy,25,55
3,cloudy,25,56
1,sunny,25,56
2,rainy,25,56
2,rainy,25,57
3,cloudy,25,57
3,cloudy,25,58
3,cloudy,25,58
3,cloudy,25,59
2,rainy,25,59
1,sunny,25,60
2,rainy,24,60
3,cloudy,24,60
2,rainy,24,60
2,rainy,24,60
1,sunny,24,60
1,sunny,24,60
1,sunny,23,60
1,sunny,23,60
1,sunny,23,61
3,cloudy,23,61
2,rainy,23,61
3,cloudy,23,60
3,cloudy,23,60
3,cloudy,23,60
2,rainy,23,60
1,sunny,22,60
1,sunny,22,60
3,cloudy,22,60
1,sunny,22,59
3,cloudy,22,59
3,cloudy,22,59
1,sunny,22,59
3,cloudy,22,59
3,cloudy,22,59
3,cloudy,22,59
1,sunny,22,59
2,rainy,22,59
3,cloudy,22,59
3,cloudy,22,59
1,sunny,22,59
3,cloudy,22,59
1,sunny,22,59
2,rainy,22,59
1,sunny,21,59
2,rainy,21,59
1,sunny,21,59
1,sunny,22,59
1,sunny,22,59
1,sunny,22,59
3,cloudy,22,59
2,rainy,22,59
2,rainy,22,59
3,cloudy,22,59
2,rainy,22,59
3,cloudy,22,59
2,rainy,22,58
2,rainy,22,58
2,rainy,22,58
2,rainy,22,58
2,rainy,22,57
3,cloudy,22,57
1,sunny,22,56
2,rainy,22,56
1,sunny,22,56
2,rainy,22,55
3,cloudy,22,55
1,sunny,22,55
1,sunny,23,54
1,sunny,23,54
2,rainy,23,53
3,cloudy,23,53
3,cloudy,23,52
3,cloudy,23,52
1,sunny,23,51
3,cloudy,23,51
3,cloudy,23,50
2,rainy,23,50
3,cloudy,23,49
1,sunny,23,49
2,rainy,23,48
2,rainy,23,48
1,sunny,23,48
2,rainy,23,48
1,sunny,23,48
1,sunny,23,48
2,rainy,23,48
3,cloudy,23,48
2,rainy,23,48
1,sunny,22,49
2,rainy,22,49
3,cloudy,22,50
2,rainy,22,51
3,cloudy,22,51
1,sunny,22,52
1,sunny,22,52
2,rainy,22,53
1,sunny,22,53
3,cloudy,22,54
3,cloudy,22,54
2,rainy,22,54
2,rainy,22,54
1,sunny,23,55
2,rainy,23,54
1,sunny,23,54
3,cloudy,23,54
3,cloudy,23,54
1,sunny,23,53
2,rainy,23,53
1,sunny,23,52
1,sunny,23,52
3,cloudy,23,51
3,cloudy,23,51
1,sunny,23,51
3,cloudy,23,50
2,rainy,23,50
3,cloudy,23,50
3,cloudy,23,49
2,rainy,23,49
1,sunny,23,49
1,sunny,23,49
3,cloudy,23,49
3,cloudy,23,49
3,cloudy,23,49
2,rainy,23,49
1,sunny,23,49
3,cloudy,23,49
3,cloudy,23,49
2,rainy,23,49
3,cloudy,23,49
1,sunny,23,49
3,cloudy,23,49
3,cloudy,23,49
2,rainy,23,50
1,sunny,23,50
2,rainy,23,50
3,cloudy,23,50
3,cloudy,23,50
3,cloudy,23,50
2,rainy,23,50
1,sunny,23,50
1,sunny,23,51
3,cloudy,23,51
3,cloudy,23,51
3,cloudy,23,51
1,sunny,23,51
2,rainy,23,51
2,rainy,23,51
3,cloudy,23,51
3,cloudy,23,51
2,rainy,23,51
2,rainy,23,51
3,cloudy,22,51
3,cloudy,22,50
1,sunny,22,50
2,rainy,22,50
3,cloudy,22,50
3,cloudy,22,51
2,rainy,22,51
2,rainy,23,51
3,cloudy,23,51
3,cloudy,23,51
3,cloudy,23,51
3,cloudy,23,51
3,cloudy,23,51
3,cloudy,23,51
1,sunny,23,51
1,sunny,23,51
1,sunny,23,51
3,cloudy,23,51
2,rainy,23,51
1,sunny,23,51
1,sunny,23,51
2,rainy,23,50
3,cloudy,23,49
2,rainy,23,49
1,sunny,23,48
3,cloudy,23,48
3,cloudy,23,48
2,rainy,23,47
2,rainy,23,47
1,sunny,23,47
3,cloudy,23,47
3,cloudy,23,47
3,cloudy,23,47
2,rainy,23,47
2,rainy,23,46
3,cloudy,23,46
3,cloudy,23,46
3,cloudy,23,47
1,sunny,23,47
1,sunny,23,47
3,cloudy,23,47
2,rainy,23,47
1,sunny,23,47
1,sunny,23,47
3,cloudy,23,47
2,rainy,23,47
3,cloudy,23,47
2,rainy,23,47
1,sunny,23,47
2,rainy,23,47
1,sunny,23,47
1,sunny,24,47
2,rainy,24,47
1,sunny,23,47
1,sunny,23,47
3,cloudy,23,47
3,cloudy,23,48
3,cloudy,23,48
2,rainy,23,48
1,sunny,23,48
2,rainy,23,49
3,cloudy,23,49
2,rainy,23,49
3,cloudy,23,49
2,rainy,23,49
1,sunny,23,49
3,cloudy,23,49
1,sunny,23,49
1,sunny,23,49
1,sunny,23,49
1,sunny,23,49
1,sunny,23,49
3,cloudy,23,49
3,cloudy,23,49
2,rainy,23,49
3,cloudy,23,49
3,cloudy,23,49
1,sunny,23,49
2,rainy,23,49
3,cloudy,23,49
3,cloudy,22,49
2,rainy,22,49
1,sunny,22,49
2,rainy,22,49
2,rainy,22,48
1,sunny,22,48
1,sunny,22,48
3,cloudy,22,48
2,rainy,22,48
2,rainy,22,48
2,rainy,22,48
1,sunny,22,48
3,cloudy,22,48
2,rainy,22,48
2,rainy,22,48
1,sunny,22,48
3,cloudy,22,48
3,cloudy,22,48
1,sunny,22,48
2,rainy,22,48
2,rainy,22,48
3,cloudy,21,48
1,sunny,21,48
2,rainy,21,48
2,rainy,21,48
1,sunny,21,48
3,cloudy,21,48
2,rainy,21,48
3,cloudy,21,48
1,sunny,21,48
1,sunny,21,47
2,rainy,21,47
3,cloudy,22,47
1,sunny,22,47
1,sunny,22,46
2,rainy,22,46
1,sunny,22,46
3,cloudy,22,46
1,sunny,22,45
2,rainy,22,45
1,sunny,22,45
1,sunny,22,45
1,sunny,22,45
3,cloudy,22,44
2,rainy,22,44
3,cloudy,22,44
2,rainy,22,44
3,cloudy,22,44
2,rainy,22,44
1,sunny,22,44
3,cloudy,22,44
2,rainy,22,44
2,rainy,22,45
3,cloudy,22,45
3,cloudy,22,45
2,rainy,22,45
1,sunny,22,46
1,sunny,22,46
3,cloudy,22,46
1,sunny,22,46
2,rainy,22,47
3,cloudy,22,47
2,rainy,22,47
3,cloudy,22,47
1,sunny,22,47
1,sunny,23,47
1,sunny,23,47
3,cloudy,23,47
1,sunny,23,47
2,rainy,23,47
3,cloudy,23,47
3,cloudy,23,47
3,cloudy,23,47
2,rainy,23,47
1,sunny,23,46
1,sunny,23,46
3,cloudy,23,46
1,sunny,23,46
2,rainy,23,46
1,sunny,23,46
3,cloudy,22,46
2,rainy,22,46
2,rainy,22,46
2,rainy,22,46
3,cloudy,22,46
3,cloudy,22,46
2,rainy,22,46
2,rainy,22,46
3,cloudy,22,46
2,rainy,22,46
3,cloudy,22,46
2,rainy,22,46
3,cloudy,22,46
1,sunny,22,46
1,sunny,22,46
2,rainy,22,46
1,sunny,22,46
3,cloudy,21,46
2,rainy,21,46
3,cloudy,21,46
1,sunny,21,46
3,cloudy,21,47
3,cloudy,21,47
3,cloudy,21,47
1,sunny,21,48
3,cloudy,21,48
2,rainy,21,48
3,cloudy,21,48
3,cloudy,21,48
1,sunny,21,49
2,rainy,21,49
2,rainy,21,49
1,sunny,21,49
3,cloudy,21,50
1,sunny,21,50
3,cloudy,21,49
1,sunny,21,49
1,sunny,21,49
1,sunny,21,49
2,rainy,21,49
3,cloudy,21,49
3,cloudy,21,48
1,sunny,21,48
3,cloudy,21,48
2,rainy,21,48
2,rainy,21,48
2,rainy,21,48
3,cloudy,21,48
3,cloudy,21,48
1,sunny,21,48
2,rainy,21,48
1,sunny,21,48
2,rainy,21,48
1,sunny,21,47
3,cloudy,21,47
2,rainy,21,47
2,rainy,21,47
3,cloudy,21,47
3,cloudy,21,47
3,cloudy,21,47
1,sunny,21,47
1,sunny,21,46
2,rainy,21,46
3,cloudy,21,46
2,rainy,21,46
3,cloudy,21,46
1,sunny,21,46
3,cloudy,21,46
3,cloudy,21,46
3,cloudy,21,46
2,rainy,21,46
3,cloudy,21,46
2,rainy,21,46
2,rainy,21,47
1,sunny,21,47
1,sunny,21,47
3,cloudy,21,48
1,sunny,21,48
1,sunny,21,48
2,rainy,21,49
1,sunny,21,49
3,cloudy,21,50
2,rainy,21,50
2,rainy,21,50
1,sunny,21,51
1,sunny,21,51
3,cloudy,21,51
3,cloudy,21,51
1,sunny,21,51
3,cloudy,21,51
1,sunny,21,51
1,sunny,21,52
1,sunny,21,52
1,sunny,21,51
3,cloudy,21,51
1,sunny,21,51
1,sunny,21,51
3,cloudy,21,51
2,rainy,21,51
2,rainy,21,51
3,cloudy,21,51
3,cloudy,21,51
1,sunny,21,51
2,rainy,21,51
1,sunny,21,51
1,sunny,21,51
2,rainy,21,51
1,sunny,21,51
2,rainy,21,51
3,cloudy,21,51
3,cloudy,21,51
3,cloudy,21,51
3,cloudy,21,51
2,rainy,21,51
3,cloudy,21,51
2,rainy,21,51
3,cloudy,21,51
2,rainy,21,52
2,rainy,21,52
1,sunny,21,52
3,cloudy,21,52
2,rainy,21,52
2,rainy,21,52
1,sunny,21,52
2,rainy,21,52
2,rainy,21,52
3,cloudy,21,52
2,rainy,21,51
1,sunny,21,51
1,sunny,21,51
2,rainy,21,51
3,cloudy,21,51
1,sunny,21,51
2,rainy,21,51
3,cloudy,21,51
2,rainy,21,51
3,cloudy,21,51
2,rainy,21,51
2,rainy,21,51
3,cloudy,21,51
2,rainy,21,51
3,cloudy,21,51
2,rainy,21,51
2,rainy,21,51
3,cloudy,21,51
2,rainy,21,51
3,cloudy,21,51
2,rainy,21,51
1,sunny,21,51
1,sunny,21,51
3,cloudy,21,51
3,cloudy,21,51
2,rainy,21,51
2,rainy,21,50
3,cloudy,21,50
1,sunny,21,50
1,sunny,21,50
1,sunny,21,50
2,rainy,21,51
3,cloudy,21,51
3,cloudy,21,51
3,cloudy,21,51
2,rainy,21,51
3,cloudy,21,51
2,rainy,21,51
1,sunny,22,52
3,cloudy,22,52
1,sunny,22,53
3,cloudy,22,53
1,sunny,22,53
3,cloudy,22,54
3,cloudy,22,54
1,sunny,22,55
3,cloudy,22,55
2,rainy,22,55
3,cloudy,22,56
3,cloudy,22,56
2,rainy,22,57
2,rainy,22,57
1,sunny,22,58
1,sunny,22,58
3,cloudy,22,58
2,rainy,22,58
1,sunny,22,58
2,rainy,22,58
1,sunny,22,58
1,sunny,22,58
2,rainy,22,58
2,rainy,22,58
2,rainy,22,58
1,sunny,22,58
3,cloudy,22,57
1,sunny,22,57
2,rainy,22,57
2,rainy,22,57
1,sunny,22,57
2,rainy,22,57
1,sunny,22,57
1,sunny,22,57
2,rainy,22,57
2,rainy,22,57
3,cloudy,22,57
3,cloudy,22,57
2,rainy,22,57
3,cloudy,22,57
1,sunny,22,57
2,rainy,22,56
1,sunny,22,56
3,cloudy,22,56
1,sunny,22,56
3,cloudy,22,56
2,rainy,21,56
1,sunny,21,56
2,rainy,21,56
1,sunny,21,56
3,cloudy,21,56
3,cloudy,21,56
2,rainy,21,56
2,rainy,21,56
2,rainy,21,56
1,sunny,21,56
2,rainy,21,56
2,rainy,21,56
1,sunny,21,56
2,rainy,21,56
2,rainy,21,56
3,cloudy,21,56
3,cloudy,21,56
3,cloudy,21,55
1,sunny,21,55
3,cloudy,21,55
2,rainy,21,55
3,cloudy,21,55
1,sunny,21,55
1,sunny,21,55
2,rainy,21,54
3,cloudy,21,54
3,cloudy,21,54
1,sunny,22,54
1,sunny,22,53
2,rainy,22,53
1,sunny,22,53
2,rainy,22,53
1,sunny,22,53
2,rainy,22,53
1,sunny,22,52
1,sunny,22,52
2,rainy,22,52
1,sunny,22,52
3,cloudy,22,52
2,rainy,22,52
3,cloudy,22,52
2,rainy,22,52
2,rainy,22,52
2,rainy,22,52
2,rainy,22,52
2,rainy,22,52
2,rainy,22,52
2,rainy,22,52
2,rainy,22,52
2,rainy,22,52
3,cloudy,22,52
1,sunny,22,51
3,cloudy,22,51
2,rainy,22,52
2,rainy,22,52
2,rainy,22,52
1,sunny,22,52
2,rainy,22,52
3,cloudy,22,53
1,sunny,22,53
3,cloudy,22,53
2,rainy,22,54
3,cloudy,22,54
3,cloudy,22,55
2,rainy,22,55
2,rainy,22,55
1,sunny,22,56
3,cloudy,22,56
2,rainy,22,57
3,cloudy,22,57
3,cloudy,22,57
2,rainy,22,57
2,rainy,22,57
2,rainy,22,57
2,rainy,22,57
1,sunny,22,57
1,sunny,22,57
1,sunny,22,57
3,cloudy,22,57
1,sunny,22,57
1,sunny,22,57
1,sunny,22,57
2,rainy,22,57
3,cloudy,22,57
1,sunny,22,57
3,cloudy,22,57
2,rainy,22,57
3,cloudy,22,57
1,sunny,22,57
1,sunny,22,57
1,sunny,21,57
3,cloudy,21,57
3,cloudy,21,57
2,rainy,21,57
3,cloudy,21,57
1,sunny,21,57
1,sunny,21,57
3,cloudy,21,57
3,cloudy,21,57
3,cloudy,21,56
1,sunny,21,56
3,cloudy,21,56
3,cloudy,21,56
3,cloudy,21,56
1,sunny,21,56
2,rainy,21,56
2,rainy,21,56
2,rainy,21,56
2,rainy,21,56
2,rainy,21,56
2,rainy,21,56
1,sunny,21,56
3,cloudy,21,56
1,sunny,21,56
2,rainy,21,56
3,cloudy,21,56
3,cloudy,21,55
1,sunny,21,55
2,rainy,21,55
3,cloudy,21,55
1,sunny,21,55
2,rainy,22,54
1,sunny,22,54
1,sunny,22,54
1,sunny,22,53
1,sunny,22,53
3,cloudy,22,53
3,cloudy,22,52
1,sunny,22,52
2,rainy,22,52
1,sunny,22,52
1,sunny,22,52
3,cloudy,22,52
3,cloudy,22,52
3,cloudy,22,52
2,rainy,22,51
2,rainy,22,52
2,rainy,22,52
3,cloudy,22,52
1,sunny,22,52
2,rainy,22,52
2,rainy,22,52
2,rainy,23,52
1,sunny,23,52
3,cloudy,23,52
1,sunny,23,52
2,rainy,23,52
3,cloudy,23,52
1,sunny,23,52
1,sunny,23,52
3,cloudy,23,52
3,cloudy,22,53
3,cloudy,22,53
2,rainy,22,53
2,rainy,22,53
2,rainy,22,53
1,sunny,22,53
2,rainy,22,53
1,sunny,22,54
2,rainy,22,54
1,sunny,22,54
1,sunny,22,55
2,rainy,22,55
3,cloudy,22,55
1,sunny,22,56
3,cloudy,22,56
3,cloudy,22,56
3,cloudy,22,56
3,cloudy,22,56
2,rainy,22,56
3,cloudy,22,56
3,cloudy,22,56
3,cloudy,22,57
3,cloudy,22,57
1,sunny,22,57
1,sunny,22,57
3,cloudy,22,57
1,sunny,22,57
1,sunny,22,57
2,rainy,22,57
1,sunny,21,57
3,cloudy,21,57
1,sunny,21,57
2,rainy,21,57
2,rainy,21,57
