Humidity,Temperature,Weather
0.266666667,0.77,
-3.877777778,0.92,
-3.366666667,0.89,
-2.305555556,0.9,
-2.394444444,0.89,
-2.372222222,0.89,
-1.35,0.83,
-1.283333333,0.82,
-1.216666667,0.82,
-0.05,0.77,
0.894444444,0.7,
1.933333333,0.71,
2.65,0.71,
2.538888889,0.77,
3.605555556,0.71,
2.744444444,0.82,
2.077777778,0.8,
2.005555556,0.8,
2.455555556,0.7,
1.983333333,0.71,
1.961111111,0.69,
1.388888889,0.71,
0.944444444,0.74,
0.944444444,0.73,
0.105555556,0.93,
0.411111111,0.76,
0.411111111,0.76,
0.427777778,0.77,
-0.144444444,0.83,
-0.144444444,0.86,
-0.138888889,0.92,
-1.183333333,1,
-0.144444444,0.93,
-0.133333333,0.93,
-0.05,1,
0.022222222,0.99,
0.922222222,0.93,
0.022222222,0.92,
0.022222222,0.92,
0.011111111,0.93,
-0.072222222,0.92,
-0.094444444,1,
-0.044444444,1,
-0.094444444,1,
0.416666667,0.93,
-0.044444444,0.95,
-0.094444444,0.96,
-0.094444444,0.96,
-1.9,0.89,
-0.094444444,0.96,
-0.072222222,0.96,
-0.111111111,0.96,
-0.072222222,0.93,
-0.116666667,0.93,
-0.066666667,0.93,
-0.116666667,0.92,
-0.116666667,0.93,
-0.038888889,0.93,
-1.116666667,0.93,
-1.138888889,0.92,
-0.927777778,0.93,
-1.227777778,0.89,
-1.227777778,0.89,
-2,0.96,
-2.266666667,0.96,
-2.266666667,0.96,
-2.15,0.96,
-2.266666667,0.96,
-1.755555556,0.92,
-1.711111111,0.89,
-2.288888889,0.92,
-2.311111111,0.92,
-3.738888889,0.81,
-2.844444444,0.92,
-2.844444444,0.92,
-3.238888889,0.92,
-3.911111111,0.92,
-3.961111111,0.92,
-3.788888889,0.92,
-4.005555556,0.92,
-3.961111111,0.84,
-2.994444444,0.81,
-2.755555556,0.71,
-2.222222222,0.69,
-2.172222222,0.7,
-1.227777778,0.69,
-2.2,0.75,
-2.288888889,0.7,
-2.827777778,0.71,
-3.844444444,0.78,
-3.805555556,0.75,
-3.916666667,0.78,
-3.916666667,0.75,
-4.411111111,0.8,
-3.983333333,0.79,
-4.055555556,0.79,
-4.294444444,0.92,
-5.144444444,0.82,
-7.711111111,0.88,
-8.094444444,0.92,
-10.76666667,0.91,
-9.75,0.92,
-8.883333333,0.92,
-7.105555556,0.95,
-4.977777778,0.81,
-3.044444444,0.74,
-1.227777778,0.63,
-0.183333333,0.64,
-0.272222222,0.62,
0.95,0.6,
-1.105555556,0.69,
-2.116666667,0.74,
-2.933333333,0.78,
-4.066666667,0.85,
-5.927777778,0.92,
-7.127777778,0.96,
-4.166666667,0.92,
-3.877777778,0.96,
-3.677777778,0.96,
9.444444444,0.93,
9.411111111,0.93,
9.444444444,0.93,
9.444444444,0.96,
9.411111111,0.94,
8.888888889,0.93,
8.888888889,1,
8.872222222,0.99,
8.888888889,0.93,
8.888888889,0.93,
8.855555556,0.94,
8.888888889,1,
10,0.93,
8.905555556,0.9,
7.222222222,0.93,
6.111111111,0.93,
6.266666667,0.93,
6.111111111,0.93,
6.111111111,0.93,
6.144444444,0.94,
6.111111111,0.93,
6.111111111,0.93,
6.2,0.96,
6.111111111,0.96,
7.622222222,0.89,
2.838888889,0.87,
4.983333333,0.96,
4.911111111,0.96,
4.333333333,0.96,
2.733333333,0.96,
2.2,0.92,
2.266666667,0.93,
2.711111111,0.96,
2.711111111,0.96,
3.877777778,0.93,
5.861111111,0.93,
6.927777778,0.93,
7.05,0.92,
5.911111111,0.93,
5.838888889,0.87,
5.094444444,0.92,
4.75,0.87,
4.705555556,0.87,
3.666666667,0.93,
2.2,0.92,
1.183333333,0.96,
1.833333333,0.96,
2.177777778,0.96,
2.155555556,0.9,
-1.627777778,0.93,
1.577777778,0.9,
0.577777778,0.92,
1.055555556,0.9,
-0.044444444,0.92,
-0.066666667,0.86,
-0.038888889,0.86,
0.022222222,0.85,
1.016666667,0.79,
1.211111111,0.78,
2.244444444,0.73,
2.777777778,0.76,
3.905555556,0.69,
4.927777778,0.65,
3.838888889,0.7,
2.838888889,0.75,
2.105555556,0.73,
-0.066666667,0.85,
0.005555556,0.86,
-1.177777778,0.89,
-1.25,0.92,
-1.666666667,0.92,
-1.688888889,0.92,
-2.777777778,0.92,
-1.394444444,0.93,
-2.311111111,0.92,
-2.333333333,0.88,
-2.338888889,0.88,
-2.8,0.92,
-2.861111111,0.92,
-3.738888889,0.92,
-2.905555556,0.92,
-2.283333333,0.89,
-0.944444444,0.88,
0.072222222,0.82,
0.138888889,0.85,
1.311111111,0.77,
1.183333333,0.78,
1.133333333,0.78,
1.166666667,0.78,
1.016666667,0.79,
-0.05,0.85,
0.111111111,0.85,
0,0.85,
-0.555555556,0.88,
-0.405555556,0.88,
-1.161111111,0.92,
-1.138888889,0.92,
0.044444444,0.91,
-1.183333333,0.92,
-0.622222222,0.88,
-0.5,0.89,
-1.133333333,0.88,
-1.183333333,0.89,
-1.027777778,0.92,
-1.133333333,0.92,
-0.116666667,0.86,
0.044444444,0.86,
0.05,0.85,
0.05,0.85,
1.238888889,0.78,
1.066666667,0.79,
1.066666667,0.79,
1.155555556,0.8,
1.016666667,0.79,
-0.05,0.86,
0.05,0.86,
0,0.86,
0,0.89,
-0.016666667,0.9,
0,0.89,
0,0.92,
-0.033333333,0.92,
0,0.92,
0,0.92,
-0.016666667,0.92,
-0.072222222,0.92,
-0.022222222,0.92,
-0.061111111,0.87,
-0.022222222,0.86,
-0.022222222,0.86,
0.105555556,0.87,
1.094444444,0.79,
1.116666667,0.79,
1.161111111,0.85,
1.138888889,0.85,
1.138888889,0.85,
1.183333333,0.85,
1.066666667,0.85,
1.066666667,0.85,
0.05,0.92,
0,0.92,
0.022222222,0.92,
-0.027777778,0.93,
0,0.92,
0,0.92,
-1.166666667,0.93,
-0.022222222,0.9,
-0.044444444,0.92,
-0.066666667,0.93,
-0.022222222,0.92,
-0.094444444,0.92,
-0.061111111,0.93,
-0.072222222,0.92,
-0.072222222,0.93,
0.911111111,0.87,
2.033333333,0.8,
2.055555556,0.85,
1.277777778,0.85,
1.083333333,0.86,
1.083333333,0.85,
0.172222222,0.92,
-0.094444444,0.86,
-1.138888889,0.93,
-1.15,0.93,
-1.205555556,0.93,
-1.227777778,0.92,
-1.333333333,0.93,
-0.788888889,0.92,
-1.366666667,0.96,
-2.177777778,0.96,
-1.416666667,0.92,
-1.95,0.96,
-1.861111111,0.96,
-2.411111111,0.96,
-2.411111111,0.96,
-2.333333333,0.96,
-2.361111111,0.96,
-2.361111111,0.96,
-2.2,0.96,
-2.244444444,0.96,
-2.244444444,0.96,
-2.144444444,0.97,
-2.222222222,0.96,
-1.205555556,0.93,
-1.272222222,0.93,
-2.222222222,0.96,
-2.244444444,0.96,
-1.238888889,0.9,
-2.222222222,0.96,
-1.688888889,0.93,
-1.688888889,0.93,
-2.2,0.96,
-2.2,0.96,
-0.388888889,0.88,
-2.177777778,0.96,
-1.688888889,0.93,
-1.772222222,0.96,
-2.2,0.96,
-2.2,0.96,
-2.3,0.96,
-2.222222222,0.96,
-2.177777778,0.96,
-1.027777778,0.89,
-1.044444444,0.89,
-0.027777778,0.86,
0.172222222,0.85,
-0.027777778,0.86,
-0.027777778,0.85,
0.088888889,0.84,
-0.05,0.86,
-0.05,0.83,
-0.011111111,0.86,
-0.072222222,0.86,
-0.072222222,0.9,
-0.027777778,0.86,
-0.094444444,0.85,
-0.094444444,0.86,
-0.483333333,0.95,
-0.138888889,0.86,
-0.138888889,0.85,
-0.55,0.88,
-0.138888889,0.86,
-0.116666667,0.86,
-1.016666667,0.93,
-0.138888889,0.92,
-0.116666667,0.92,
0.011111111,0.92,
0,0.92,
1.016666667,0.86,
1.077777778,0.86,
1.066666667,0.86,
0.022222222,0.92,
0.033333333,0.93,
-0.022222222,0.93,
-0.094444444,0.93,
-0.094444444,0.93,
-0.094444444,0.93,
-0.094444444,0.92,
-0.483333333,0.93,
-0.6,0.92,
-0.6,0.96,
-0.95,0.93,
-0.65,0.96,
-0.65,0.96,
-0.638888889,0.93,
-1.161111111,1,
-1.183333333,0.93,
-1.127777778,0.93,
-1.25,0.92,
-1.227777778,0.92,
-0.144444444,0.87,
-0.066666667,0.86,
0.005555556,0.92,
0.072222222,0.86,
0.027777778,0.92,
0,0.85,
-0.994444444,0.92,
-2.105555556,0.96,
-2.155555556,0.96,
-2.022222222,0.96,
-1.161111111,0.89,
-1.622222222,0.92,
-1.627777778,0.93,
-1.622222222,0.93,
6.088888889,0.96,
0.15,0.93,
5.972222222,0.96,
5.95,0.9,
6.005555556,0.9,
5.9,0.87,
4.927777778,0.93,
5.744444444,0.82,
4.811111111,0.87,
4.811111111,0.87,
4.005555556,0.92,
4.905555556,0.87,
5,0.82,
5.066666667,0.85,
4.905555556,0.82,
3.816666667,0.82,
2.983333333,0.81,
2.733333333,0.76,
2.222222222,0.79,
2.083333333,0.74,
-0.005555556,0.92,
-0.072222222,0.93,
-0.544444444,0.96,
-0.65,0.96,
-1.666666667,0.92,
-0.377777778,0.93,
-1.111111111,0.89,
-1.111111111,0.92,
-1.594444444,0.93,
-1.111111111,0.92,
-1.161111111,0.92,
-1.111111111,0.93,
-1.111111111,0.92,
-1.088888889,0.92,
0.011111111,0.92,
0.044444444,0.93,
1.061111111,0.86,
1.122222222,0.87,
1.133333333,0.86,
1.177777778,0.85,
1.183333333,0.92,
1.061111111,0.92,
1.038888889,0.92,
0.111111111,0.93,
0,0.92,
0.022222222,0.96,
0.1,0.96,
0,0.96,
-0.05,0.96,
-1.783333333,0.89,
-0.65,0.96,
-0.65,0.96,
-1.166666667,0.96,
-1.255555556,0.93,
-1.277777778,0.93,
-1.316666667,0.93,
-1.3,0.93,
-2.266666667,1,
-1.344444444,0.93,
-0.205555556,0.86,
-0.183333333,0.86,
-1.238888889,0.92,
-1.227777778,0.89,
-2.222222222,0.96,
-2.611111111,0.99,
-2.755555556,0.93,
-2.755555556,0.93,
-2.677777778,0.93,
-2.244444444,0.96,
-2.222222222,0.92,
-2.238888889,0.89,
-2.244444444,0.89,
-2.777777778,0.89,
-4.044444444,0.86,
-2.777777778,0.92,
-3.355555556,0.86,
-4.105555556,0.86,
-6,0.89,
-5.977777778,0.82,
-6.633333333,0.88,
-8.638888889,0.85,
-7.572222222,0.78,
-7.216666667,0.78,
-5.927777778,0.74,
-4.844444444,0.74,
-4.733333333,0.75,
-3.794444444,0.74,
-3.816666667,0.74,
-3.883333333,0.75,
-3.888888889,0.79,
-3.888888889,0.79,
-3.938888889,0.79,
-3.911111111,0.79,
-4.422222222,0.84,
-4.377777778,0.82,
-6.455555556,0.84,
-4.4,0.84,
-7.25,0.91,
-5.438888889,0.82,
-4.927777778,0.84,
-4.861111111,0.85,
-4.95,0.84,
-3.933333333,0.84,
-4.461111111,0.88,
-3.933333333,0.79,
-3.911111111,0.84,
-3.888888889,0.8,
-2.85,0.72,
-2.827777778,0.72,
-1.527777778,0.67,
-2.783333333,0.72,
-3.794444444,0.75,
-4.738888889,0.83,
-6.944444444,0.88,
-7.455555556,0.99,
-9.844444444,0.91,
-10.60555556,0.87,
-10.72222222,0.91,
-9.633333333,0.89,
-8.833333333,0.92,
-8.372222222,0.92,
-11.17222222,0.89,
-6.138888889,0.92,
-5.75,0.93,
-5.588888889,0.92,
-6.138888889,1,
-5.072222222,0.92,
-5.094444444,0.86,
-5.072222222,0.93,
-5.05,0.92,
-4.944444444,0.92,
-2.916666667,0.79,
-2.894444444,0.79,
-2.888888889,0.78,
-2.827777778,0.72,
-3.866666667,0.78,
-5.727777778,0.86,
-6.094444444,0.88,
-7.744444444,0.85,
-8.538888889,0.92,
-9.872222222,0.92,
-10.42777778,0.88,
-10.66111111,0.92,
-11.97777778,0.91,
-11.56111111,0.88,
-8.95,0.86,
-12.17777778,0.88,
-11.69444444,0.88,
-12.77222222,0.88,
-13.68333333,0.84,
-13.70555556,0.84,
-13.70555556,0.86,
-13.67777778,0.91,
-11.03888889,0.88,
-9.8,0.86,
-7.822222222,0.92,
-7.244444444,0.88,
-6.155555556,0.86,
-6.111111111,0.88,
-6.138888889,0.81,
-7.033333333,0.8,
-7.8,0.85,
-8.933333333,0.85,
-8.9,0.85,
-8.961111111,0.78,
-7.988888889,0.78,
-7.9,0.85,
-7.988888889,0.82,
-7.966666667,0.81,
-8.766666667,0.87,
-8.938888889,0.89,
-7.938888889,0.76,
-7.472222222,0.73,
-7.405555556,0.69,
-7.911111111,0.72,
-7.95,0.73,
-7.377777778,0.69,
-6.266666667,0.65,
-5.377777778,0.59,
-4.094444444,0.54,
-4.005555556,0.59,
-3.972222222,0.54,
-4.927777778,0.63,
-4.927777778,0.63,
-5,0.69,
-6.083333333,0.81,
-7.216666667,0.88,
-6.127777778,0.85,
-7.261111111,0.88,
-7.288888889,0.88,
-7.488888889,0.87,
-7.244444444,0.84,
-8.216666667,0.92,
-10.29444444,0.9,
-7.272222222,0.88,
-7.322222222,0.88,
-6.744444444,0.87,
-6.35,0.82,
-6.472222222,0.82,
-7.288888889,0.94,
-6.472222222,0.82,
-6.3,0.82,
-6.983333333,0.79,
-2.933333333,0.63,
-2.383333333,0.56,
-3.911111111,0.55,
-3.844444444,0.51,
-2.827777778,0.47,
-4.922222222,0.53,
-7.222222222,0.6,
-9,0.63,
-9.844444444,0.76,
-11.23888889,0.81,
-12.27777778,0.87,
-12.17777778,0.89,
-13.82777778,0.91,
-13.36666667,0.87,
-7.944444444,0.93,
-11.28888889,0.92,
-9.722222222,0.93,
-8.077777778,0.9,
-8.083333333,0.92,
-7.983333333,0.92,
-7.905555556,0.93,
-7.822222222,0.92,
-7.288888889,0.89,
-7.75,0.93,
-7.244444444,0.89,
-6.205555556,0.89,
-7.144444444,0.89,
-6.111111111,0.82,
-6.133333333,0.88,
-6.177777778,0.88,
-7.15,0.96,
-7.172222222,0.96,
-7.138888889,0.89,
-7.727777778,0.92,
-7.727777778,0.89,
-7.655555556,0.89,
-7.194444444,0.89,
-7.216666667,0.89,
-4.527777778,0.84,
-7.238888889,0.92,
-7.194444444,0.88,
-6.844444444,0.89,
-7.277777778,0.88,
-7.833333333,0.85,
-9.072222222,0.86,
-8.894444444,0.85,
-7.672222222,0.84,
-7.133333333,0.88,
-4.922222222,0.84,
-3.677777778,0.78,
-2.805555556,0.78,
-2.005555556,0.8,
-2.633333333,0.78,
-4.505555556,0.9,
-3.838888889,0.92,
-3.955555556,0.85,
-4.155555556,0.85,
-4.155555556,0.85,
-3.716666667,0.82,
-3.705555556,0.83,
-3.622222222,0.79,
-1.183333333,0.96,
-5.733333333,0.9,
-1.688888889,0.96,
-1.688888889,0.96,
-1.655555556,0.97,
-2.2,0.96,
-2.2,0.96,
-2.122222222,0.96,
-2.177777778,0.95,
-2.2,0.95,
-2.055555556,0.94,
-2.133333333,0.95,
-1.094444444,0.88,
-1.027777778,0.86,
-1.094444444,0.88,
-1.066666667,0.8,
-1.027777778,0.79,
-1.161111111,0.7,
-2.2,0.75,
-2.144444444,0.7,
-4.844444444,0.81,
-4.4,0.77,
-5.655555556,0.87,
-5.466666667,0.84,
-4.572222222,0.85,
-0.838888889,0.95,
-2.822222222,0.76,
-2.311111111,0.76,
-1.777777778,0.74,
-1.25,0.76,
-1.205555556,0.76,
-1.077777778,0.76,
-0.116666667,0.71,
0.972222222,0.7,
1.055555556,0.7,
2.155555556,0.7,
2.2,0.7,
2.138888889,0.73,
2.127777778,0.74,
2.061111111,0.74,
1.194444444,0.85,
1.038888889,0.86,
1.016666667,0.86,
1.033333333,0.86,
0.022222222,0.93,
0.511111111,0.92,
0.572222222,0.92,
-0.05,0.96,
-0.072222222,0.96,
-2.672222222,0.87,
-0.6,0.96,
-0.6,0.92,
-1.005555556,0.96,
-1.111111111,0.93,
-1.133333333,0.93,
-0.983333333,0.93,
-1.133333333,0.93,
-1.105555556,1,
-0.166666667,0.93,
-0.044444444,0.92,
-0.066666667,0.93,
-0.005555556,0.92,
-1.061111111,0.92,
-1.088888889,0.93,
-1,0.92,
-1.133333333,0.92,
-2.2,0.96,
-2.094444444,0.89,
-2.8,0.93,
-4.883333333,0.89,
-4.633333333,0.89,
-4.422222222,0.89,
-5.511111111,0.84,
-3.272222222,0.78,
-7.688888889,0.92,
-7.416666667,0.93,
-8.138888889,0.92,
-10.1,0.92,
-10.14444444,0.92,
-9.788888889,0.92,
-9.15,0.85,
-7.438888889,0.96,
-5.027777778,0.84,
-3.9,0.79,
-2.766666667,0.72,
-2.733333333,0.73,
-3.755555556,0.78,
-3.827777778,0.79,
-4.827777778,0.86,
-5.011111111,0.85,
-5.083333333,0.85,
-3.977777778,0.85,
-4.011111111,0.85,
-3.966666667,0.82,
-3.422222222,0.81,
-3.455555556,0.8,
-2.9,0.76,
-0.588888889,0.94,
-2.85,0.76,
-2.805555556,0.79,
-2.85,0.79,
-2.85,0.79,
-2.366666667,0.82,
-2.666666667,0.91,
-2.872222222,1,
-2.344444444,0.96,
-2.088888889,0.95,
-1.183333333,0.89,
-1.183333333,0.93,
-1.027777778,0.88,
-1.183333333,0.89,
-2.2,0.96,
-1.094444444,0.92,
-1.205555556,0.93,
-1.205555556,0.93,
-1.05,0.92,
-0.138888889,0.86,
-0.65,0.92,
-0.505555556,0.93,
-0.605555556,0.96,
-0.094444444,0.92,
0.077777778,0.92,
0.411111111,0.92,
0.411111111,0.92,
0.466666667,0.93,
0.922222222,0.92,
0.972222222,0.92,
0.972222222,0.92,
1.016666667,0.92,
1.038888889,0.92,
2.044444444,0.86,
1.138888889,0.85,
1.138888889,0.92,
1.216666667,0.92,
1.111111111,0.92,
1.111111111,0.92,
1.094444444,0.93,
1.088888889,0.92,
1.088888889,0.92,
0.983333333,0.93,
1.038888889,0.93,
0.511111111,0.92,
0.55,0.93,
0.511111111,0.92,
0,0.96,
0.505555556,0.93,
0.466666667,0.92,
-0.066666667,0.96,
-0.088888889,0.96,
-0.094444444,0.92,
-0.094444444,0.92,
-0.027777778,0.93,
-0.072222222,0.92,
0.027777778,0.92,
0.966666667,0.87,
0.05,0.92,
0.05,0.99,
0.177777778,0.99,
0.022222222,1,
0,1,
0.144444444,0.99,
-0.022222222,0.92,
-0.022222222,0.92,
0.127777778,0.93,
-0.022222222,0.92,
-0.022222222,0.96,
0.05,0.96,
-0.05,0.96,
-0.05,0.96,
8.061111111,0.78,
0.461111111,0.92,
0.511111111,0.92,
0.461111111,0.92,
0.972222222,0.92,
0.972222222,0.92,
1.188888889,0.93,
0.994444444,0.92,
1.038888889,0.92,
1.322222222,0.99,
1.061111111,1,
2.083333333,0.92,
2.55,0.99,
2.683333333,0.96,
3.75,0.92,
5.172222222,0.93,
3.772222222,0.92,
4.788888889,0.93,
7.6,0.82,
8.405555556,0.79,
8.933333333,0.76,
9.55,0.73,
9.533333333,0.76,
9.533333333,0.76,
6.161111111,0.9,
9.555555556,0.73,
9.05,0.76,
8.527777778,0.8,
8.494444444,0.78,
8.5,0.78,
8.372222222,0.78,
7.338888889,0.84,
8.5,0.78,
9.744444444,0.78,
9.844444444,0.78,
10.81111111,0.79,
11.88333333,0.73,
11.89444444,0.74,
10.94444444,0.78,
10.94444444,0.77,
10.85555556,0.78,
9.788888889,0.84,
8.011111111,0.95,
7.177777778,0.93,
7.594444444,0.89,
8.283333333,0.87,
7.622222222,0.87,
21.6,0.81,
20.44444444,0.79,
18.85555556,0.96,
18.26666667,0.97,
18.24444444,0.9,
17.78888889,0.93,
18.8,0.93,
22.02222222,0.77,
23.55555556,0.7,
25.02777778,0.73,
27.2,0.65,
27.47222222,0.61,
28.86666667,0.59,
30,0.55,
29.92222222,0.54,
30.02222222,0.51,
29.80555556,0.51,
27.61666667,0.52,
27.75,0.62,
27.72777778,0.55,
26.12222222,0.63,
22.72777778,0.84,
22.10555556,0.87,
20.83888889,0.91,
17.52777778,0.87,
15.49444444,0.93,
17.62222222,0.91,
14.33333333,0.96,
14.36111111,0.96,
14.64444444,0.92,
17.02222222,0.93,
18.78333333,0.84,
22,0.68,
23.86666667,0.65,
25.07222222,0.61,
27.07222222,0.55,
27.28888889,0.55,
27.85,0.48,
27.93888889,0.47,
27.93888889,0.48,
28.96111111,0.48,
28.93333333,0.44,
27.36111111,0.5,
26.25,0.57,
24.4,0.64,
21.20555556,0.8,
20.53333333,0.87,
19.70555556,0.87,
18.31111111,0.93,
18.27222222,0.93,
19.31666667,0.95,
16.71666667,0.99,
16.65,0.99,
17.00555556,0.95,
18.80555556,0.93,
22.11666667,0.81,
24.8,0.73,
26.13888889,0.64,
27.2,0.6,
27.82777778,0.64,
28.96111111,0.58,
28.96111111,0.58,
29.99444444,0.53,
31.03888889,0.51,
30.11666667,0.47,
30.15555556,0.52,
30.07222222,0.5,
28.96111111,0.58,
26.60555556,0.69,
22.82222222,0.89,
22.71111111,0.87,
21.87777778,0.89,
21.04444444,0.9,
19.95555556,0.96,
19.81111111,0.96,
19.4,0.93,
18.82222222,0.97,
19.01111111,0.96,
20.97777778,0.93,
24.77777778,0.85,
25.92222222,0.75,
27.73333333,0.71,
28.88888889,0.59,
30.1,0.57,
31.13333333,0.54,
31.13333333,0.54,
31.23888889,0.47,
31.20555556,0.51,
31.05,0.48,
31.16111111,0.47,
30.63333333,0.51,
29.77777778,0.53,
26.98888889,0.62,
24.88333333,0.75,
23.70555556,0.8,
21.83333333,0.89,
21.04444444,0.93,
19.95555556,0.97,
22.05,0.91,
18.89444444,1,
18.84444444,0.97,
18.63888889,0.99,
20.95555556,0.93,
24.82777778,0.75,
26.82222222,0.69,
28.79444444,0.59,
30.02777778,0.52,
31.83333333,0.49,
31.16111111,0.45,
31.13333333,0.58,
32.14444444,0.48,
32.72777778,0.44,
32.77777778,0.41,
32.2,0.48,
32.26666667,0.48,
31.13333333,0.54,
27.67777778,0.66,
25.14444444,0.78,
23.5,0.89,
23.67222222,0.86,
22.82777778,0.89,
22.3,0.92,
21.07777778,0.96,
22.29444444,0.89,
21.71666667,0.92,
21.87222222,0.92,
22.6,0.9,
24.75555556,0.8,
26.99444444,0.69,
28.79444444,0.67,
31.01666667,0.59,
31.14444444,0.53,
32.19444444,0.45,
32.8,0.41,
32.8,0.42,
32.84444444,0.41,
32.89444444,0.43,
33.00555556,0.44,
32.23888889,0.55,
31.20555556,0.51,
28.3,0.68,
25,0.84,
24.26111111,0.85,
23.84444444,0.85,
23.13333333,0.87,
21.60555556,0.93,
22.01666667,0.96,
21.51111111,0.93,
20.39444444,0.93,
19.99444444,0.97,
22,0.88,
23.78333333,0.85,
26.05555556,0.75,
27.89444444,0.71,
30.16111111,0.62,
31.1,0.55,
32.38333333,0.57,
32.82777778,0.4,
32.77777778,0.46,
33.88333333,0.44,
32.89444444,0.49,
32.99444444,0.47,
32.31111111,0.55,
31.22777778,0.58,
28.27222222,0.68,
26.11111111,0.78,
24.92777778,0.82,
25.5,0.77,
23.26666667,0.9,
22.68888889,0.93,
22.33333333,0.94,
21.57777778,0.97,
21.57777778,0.93,
21.21666667,0.96,
22.66666667,0.96,
24.90555556,0.85,
27.13333333,0.74,
28.95555556,0.67,
30.07222222,0.62,
31.22222222,0.54,
32.26666667,0.55,
32.8,0.53,
33.73888889,0.44,
33.91111111,0.44,
32.89444444,0.43,
32.47777778,0.52,
32.28888889,0.48,
31.18333333,0.58,
28.20555556,0.68,
25.09444444,0.84,
24.35,0.87,
24.22222222,0.87,
23.19444444,0.93,
22.71111111,0.92,
24.25555556,0.83,
21.52777778,0.93,
21.52777778,0.93,
22.54444444,0.9,
23.59444444,0.85,
23.85,0.9,
26.2,0.81,
28.91666667,0.69,
31.16111111,0.61,
32.11111111,0.57,
32.82777778,0.53,
32.68888889,0.54,
33.55555556,0.44,
33.79444444,0.51,
33.79444444,0.42,
33.73333333,0.41,
32.62222222,0.45,
32.08333333,0.52,
28.12222222,0.7,
27.10555556,0.69,
26.97222222,0.7,
26.38333333,0.74,
25.4,0.79,
24.26111111,0.85,
20.57222222,0.85,
23.17222222,0.88,
23.19444444,0.85,
21.2,0.93,
22.17777778,0.93,
24.86111111,0.79,
25.89444444,0.74,
26.95,0.74,
27.43333333,0.72,
28.70555556,0.62,
29.63333333,0.6,
30.76666667,0.56,
30.85,0.58,
29.86111111,0.63,
29.81666667,0.63,
27.87222222,0.64,
27.71111111,0.66,
27.10555556,0.65,
25.15,0.72,
23.79444444,0.78,
24.16666667,0.74,
22.82222222,0.77,
21.48333333,0.81,
20.90555556,0.81,
20.66666667,0.9,
18.77222222,0.87,
18.23888889,0.9,
18.23333333,0.88,
17.68888889,0.9,
17.82777778,0.89,
19.82222222,0.84,
22.64444444,0.73,
23.8,0.74,
25.72777778,0.69,
27.64444444,0.67,
27.71111111,0.63,
27.72222222,0.65,
28.86666667,0.62,
29.91111111,0.63,
29.77222222,0.58,
28.81666667,0.63,
25.18333333,0.64,
21.12222222,0.88,
20.25,0.92,
20.66666667,0.92,
20.70555556,0.95,
19.37777778,0.97,
19.78888889,0.93,
18.19444444,0.93,
18.28888889,0.97,
17.73333333,0.99,
17.86111111,0.97,
19.8,0.87,
21,0.87,
22.80555556,0.79,
24.97777778,0.69,
27.15,0.6,
27.78888889,0.54,
28.83888889,0.51,
29.92777778,0.48,
30.01111111,0.47,
28.91666667,0.51,
29.90555556,0.43,
28.92777778,0.48,
27.73888889,0.55,
27.17777778,0.56,
25.27222222,0.63,
22.77777778,0.79,
21.64444444,0.81,
21.25,0.83,
21.03888889,0.93,
20.99444444,0.97,
20.97222222,0.96,
20.43888889,0.97,
20.96111111,0.93,
19.81666667,0.97,
19.88333333,0.93,
20.99444444,0.87,
21.95555556,0.88,
23.79444444,0.83,
25,0.78,
26.16111111,0.69,
27.75555556,0.71,
28.86111111,0.66,
29.02777778,0.61,
31.01666667,0.55,
30.02222222,0.58,
30.08333333,0.56,
30.04444444,0.62,
28.91111111,0.62,
27.29444444,0.67,
23.91666667,0.89,
23.24444444,0.93,
22.78333333,0.92,
22.13333333,0.92,
21.58333333,0.97,
21.6,0.98,
20.95555556,0.97,
20.42222222,1,
20.04444444,0.96,
20.88888889,1,
23.61666667,0.9,
25.75,0.8,
27.63888889,0.72,
28.81666667,0.67,
28.92222222,0.62,
31.06111111,0.52,
32.22222222,0.49,
31.95555556,0.48,
32.21666667,0.49,
32.31111111,0.48,
32.16111111,0.48,
32.03333333,0.5,
30.02222222,0.62,
27.59444444,0.74,
25.05,0.84,
25.37222222,0.82,
23.99444444,0.9,
22.68888889,0.96,
23.12777778,0.9,
21.84444444,0.96,
21.55555556,1,
21.48333333,0.97,
21,0.97,
20.97222222,1,
24.70555556,0.89,
27.47222222,0.76,
28.81666667,0.67,
31.08888889,0.59,
30.08888889,0.58,
32.2,0.49,
32.77777778,0.5,
32.72777778,0.49,
32.89444444,0.46,
32.67222222,0.44,
30.36111111,0.6,
30.15555556,0.58,
30.06666667,0.64,
27.11111111,0.74,
26.03888889,0.75,
24.88333333,0.83,
23.83888889,0.9,
23.24444444,0.9,
22.68888889,0.93,
22.42222222,0.9,
23.03333333,0.9,
21.99444444,0.93,
21.09444444,0.96,
22.02222222,0.99,
24.68333333,0.86,
26.89444444,0.78,
28.83888889,0.67,
31.13333333,0.61,
32.06666667,0.55,
32.82222222,0.49,
32.89444444,0.47,
33.2,0.45,
33.91111111,0.37,
33.91111111,0.41,
33.78888889,0.43,
32.28888889,0.51,
31.18333333,0.58,
28.21666667,0.68,
25.15555556,0.84,
25.6,0.78,
24.62777778,0.82,
24.37777778,0.79,
22.77777778,0.84,
19.40555556,0.81,
22.2,0.9,
22.71111111,0.9,
22.87777778,0.9,
22.68333333,0.89,
22.24444444,0.86,
22.77222222,0.83,
22.06666667,0.81,
22.61666667,0.84,
20.5,0.96,
